0,420.473,426.875,390.284,479.963,500,388.067,588.568,643.484,377.318,476.333,218.315,875.58,214.864,190.164,500,557.745,997.823,588.848,677.899,385.925,766.833,528.529,107.348,813.358,717.767,493.04,631.845,766.328,500,407.484,833.45,476.472,704.689,674.055,297.543,788.33,525.752,427.482,321.074,139.669,136.156,140.535,597.892,54.7155,522.354,529.599,635.151,522.766,556.44,613.528,663.438,517.548,405.678,300.515,334.265,555.497,486.263,545.051,537.916,515.872,563.707,552.627,526.412,530.726,537.578,431.072,365.482,664.432,146.18,503.079,529.935,667.759,419.798,698.668,510.627,130.855,546.437,416.595,524.179,223.012,183.512,854.78,943.964,830.039,548.252,519.653,510.553,146.409,623.689,382.228
419.331,0,21.8643,797.793,402.056,500,180.402,799.414,896.162,720.804,640.171,637.859,1218.03,605.501,350.003,500,902.778,1340.27,552.795,788.317,308.018,1109.28,870.978,317.15,798.29,1060.22,835.489,974.294,1151.32,500,845.123,1204.45,914.111,1134.64,1104.01,552.382,710.423,447.845,839.457,733.111,449.331,459.309,514.811,940.404,367.033,907.346,914.591,1020.14,907.758,941.433,884.432,1076.73,501.975,120.667,239.131,261.036,859.386,737.884,930.043,922.909,900.865,948.699,937.619,911.404,915.719,922.57,24.8282,143.074,790.991,468.548,888.004,914.928,1052.75,43.3325,1034.82,895.62,400.787,931.43,47.8348,909.172,216.422,452.884,811.698,1314.96,1215.03,933.244,904.645,895.545,442.657,545.782,174.564
427.452,21.331,0,811.176,415.438,500,193.784,812.875,909.544,734.186,653.553,651.241,1231.41,613.613,363.385,500,916.16,1353.66,566.177,801.699,321.4,1122.66,884.36,325.262,811.672,1073.6,848.871,987.676,1164.7,500,858.505,1217.83,927.595,1148.03,1117.39,565.764,724.58,461.227,857.936,751.59,462.713,413.207,528.193,953.724,375.207,920.729,927.974,1033.52,921.141,954.815,897.814,1090.11,515.357,134.049,252.514,274.418,872.768,751.266,943.425,936.291,914.247,962.081,951.001,924.787,929.101,935.952,12.6368,156.456,804.373,481.93,901.386,928.31,1066.13,56.7146,1048.2,909.002,408.9,944.812,61.2168,922.554,218.389,466.266,825.08,1328.34,1228.41,946.626,918.027,908.927,456.039,559.164,187.946
389.831,797.317,811.972,0,740.947,500,657.932,531.09,546.134,234.805,495.812,164.228,587.657,256.311,452.64,500,216.254,709.9,686.569,645.965,646.909,480.094,321.829,443.591,785.057,499.348,202.403,409.335,410.24,500,198.216,588.14,240.775,333.866,303.233,332.96,838.093,786.736,335.614,308.023,362.788,359.068,285.998,336.629,429.176,150.942,166.624,278.585,131.901,199.806,485.193,292.615,633.018,734.091,561.499,595.25,407.121,398.593,181.93,171.474,152.355,203.317,159.054,159.582,169.423,170.945,814.936,657.833,632.498,331.868,134.181,173.301,251.078,755.217,518.696,153.993,363.188,176.482,752.014,158.445,560.534,396.904,826.478,682.954,473.404,194.398,146.384,153.918,356.74,697.422,652.699
488.189,401.395,416.05,741.445,0,500,258.686,463.846,498.551,553.906,340.778,581.242,901.818,626.403,293.386,500,735.881,991.549,155.185,390.707,95.727,807.974,638.187,377.146,400.68,707.265,668.591,691.953,902.906,500,788.507,806.837,863.11,995.83,965.196,385.484,312.813,58.3627,860.345,753.999,392.715,402.693,458.195,741.344,426.356,768.532,775.777,853.242,781.733,766.852,563.81,970.281,145.695,333.919,202.452,151.896,561.209,438.491,802.879,784.094,762.051,813.635,798.805,772.59,790.186,783.756,419.014,261.91,393.38,411.932,749.19,778.955,913.937,359.295,637.207,756.805,406.108,792.615,356.092,770.358,352.314,396.267,414.088,917.351,975.578,804.437,765.831,756.731,386.04,148.172,253.453
386.34,180.874,195.529,639.359,238.142,0,24.3088,635.517,732.248,562.369,476.257,479.663,1059.59,524.585,191.568,500,744.343,1181.84,388.881,624.403,144.104,950.847,712.543,275.328,634.376,873.47,677.054,815.859,992.885,500,686.688,1040.53,755.676,976.209,945.575,393.947,546.51,283.931,758.714,652.181,290.896,300.874,356.376,781.907,324.364,748.912,756.157,861.708,749.324,782.998,720.519,918.291,338.061,99.7955,80.6967,97.1227,695.473,573.971,771.608,764.474,742.43,790.265,779.231,752.97,757.284,764.135,198.493,39.3315,627.077,310.113,729.569,756.493,894.316,138.774,870.903,737.185,304.29,772.995,135.571,750.737,179.702,294.449,647.784,1151.05,1056.6,774.809,744.815,737.11,284.222,381.868,19.0759
386.049,178.422,193.077,655.534,256.318,500,0,653.693,750.423,578.544,494.433,495.599,1075.77,540.76,207.743,500,760.518,1198.01,407.057,642.579,162.28,967.022,728.718,291.503,652.552,891.658,693.229,832.035,1009.06,500,702.864,1058.71,771.851,992.384,961.75,410.122,564.685,302.106,774.702,668.356,307.071,317.049,372.552,798.082,340.702,765.087,772.332,877.883,765.499,799.173,738.694,934.466,356.237,82.9059,96.8719,115.298,713.66,592.146,787.783,780.669,758.605,807.043,795.359,769.145,773.459,780.31,196.041,36.7244,645.252,326.288,745.748,772.668,910.491,136.321,889.078,753.36,320.465,789.17,133.119,766.912,183.14,310.624,665.96,1169.22,1072.77,790.984,762.385,753.285,300.397,400.044,6.93735
586.024,807.386,822.042,529.832,449.397,500,664.678,0,82.0354,269.75,168.327,520.07,461.97,573.072,517.273,500,361.981,551.701,300.754,122.843,499.648,368.126,218.564,573.567,261.935,267.416,334.441,254.214,483.571,500,728.048,366.989,738.283,677.078,646.444,321.937,314.972,500.408,817.395,711.049,496.367,491.717,450.153,322.009,577.433,452.546,457.025,474.608,488.724,431.123,114.967,651.529,330.447,739.912,607.462,557.887,122.534,117.472,467.151,465.343,446.324,477.907,480.053,453.838,454.626,465.004,825.005,667.902,109.376,467.401,454.004,443.226,595.701,765.286,197.358,439.737,501.871,473.863,762.083,451.606,690.51,462.162,303.357,477.503,552.891,468.709,455.465,438.382,490.319,311.607,659.445
642.862,896.757,911.412,545.113,499.282,500,754.048,77.1048,0,319.016,227.68,576.908,405.409,629.91,583.869,500,377.262,495.14,350.639,126.287,591.089,311.566,233.846,630.007,265.378,210.856,349.722,225.895,452.2,500,743.33,310.428,753.565,692.36,661.726,378.377,318.415,550.294,880.728,767.887,552.808,548.158,506.991,292.744,633.874,467.827,472.307,482.163,504.005,446.405,71.6253,666.811,392.648,829.282,697.814,647.257,141.542,184.069,482.432,480.644,461.606,493.189,495.335,469.12,469.739,480.285,914.375,757.272,112.819,523.841,469.426,458.508,610.982,854.656,140.798,455.019,558.311,489.145,851.453,466.887,746.95,518.602,306.8,420.943,479.169,483.99,470.746,453.663,546.76,361.492,748.815
375.41,723.566,738.221,238.113,556.946,500,584.18,284.363,325.495,0,278.774,258.713,501.608,313.184,391.415,500,186.268,623.852,469.531,399.239,512.42,392.861,154.467,378.763,538.33,343.705,118.978,257.784,370.309,500,398.1,459.389,478.912,463.194,432.56,177.08,554.218,602.734,557.507,451.16,301.563,296.913,239.538,223.831,382.629,238.661,243.141,303.629,245.47,217.239,264.554,437.645,477.657,660.567,487.748,487.021,192.948,181.555,253.266,251.458,232.439,264.023,266.169,239.954,240.573,251.119,741.185,584.081,385.772,272.597,212.927,229.342,381.816,681.466,351.777,225.853,303.371,259.979,678.263,237.721,495.706,284.237,579.752,569.903,439.579,254.824,241.58,224.497,295.515,480.384,578.948
476.037,640.603,655.258,501.751,341.219,500,497.895,154.343,219.98,272.901,0,440.854,590.339,493.856,392.337,500,426.28,693.049,192.576,205.712,332.865,481.592,300.286,434.81,341.051,400.175,358.991,352.922,565.006,500,648.118,508.337,717.105,703.205,672.571,187.494,326.935,392.23,738.179,631.832,357.611,352.961,364.382,403.444,438.677,478.673,483.153,543.702,514.851,457.251,247.223,677.656,200.701,577.604,441.66,391.104,222.177,100.675,493.278,491.47,472.451,504.035,506.181,479.966,480.585,491.131,658.222,501.119,192.245,328.645,480.156,469.354,621.828,598.503,342.166,465.865,363.114,499.991,595.3,477.733,551.753,323.405,382.473,618.851,634.276,494.836,481.592,464.509,351.562,203.429,492.662
216.912,637.466,652.121,163.574,581.096,500,498.08,510.778,565.694,257.519,429.324,0,703.978,83.3568,292.788,500,343.747,826.221,620.081,630.89,487.058,596.415,433.945,283.74,766.229,603.412,314.519,521.459,552.33,500,213.278,704.569,282.265,510.483,479.849,251.522,754.423,626.885,327.68,221.333,202.937,198.256,126.146,452.95,253.95,308.357,315.602,421.153,285.814,342.443,515.967,469.232,551.83,574.467,401.648,435.398,444.361,408.473,331.053,323.919,301.875,349.71,338.629,312.415,316.729,323.58,655.085,497.982,617.423,172.017,289.014,315.938,453.767,595.366,630.812,296.63,203.337,332.44,592.163,310.182,400.683,237.027,807.651,799.383,616.041,334.254,305.655,296.555,196.888,630.934,492.847
